,Store Name,Street Address,Borough,Year Awarded,Council District,NTA,2010 Census Bureau FIPS County Code,2010 NYC Borough Code,2010 Census Tract,PUMA,Code
620,Los Primos Grocery,1965,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,22701.0,3707.0,BX41
621,Los Primos Grocery,1965,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,22702.0,3707.0,BX41
622,Los Primos Grocery,1965,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,22703.0,3707.0,BX41
623,Los Primos Grocery,1965,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,22901.0,3707.0,BX41
624,Los Primos Grocery,1965,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,22902.0,3707.0,BX41
625,Los Primos Grocery,1965,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,23100.0,3707.0,BX41
626,Los Primos Grocery,1965,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,23301.0,3707.0,BX41
627,Los Primos Grocery,1965,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,23302.0,3707.0,BX41
628,Los Primos Grocery,1965,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,23501.0,3707.0,BX41
629,Los Primos Grocery,1965,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,23502.0,3707.0,BX41
630,Los Primos Grocery,1965,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,24100.0,3707.0,BX41
631,Los Primos Grocery,1965,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,37900.0,3707.0,BX41
632,Los Primos Grocery,1965,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,38100.0,3707.0,BX41
633,Naranjal Grocery,200,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,22701.0,3707.0,BX41
634,Naranjal Grocery,200,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,22702.0,3707.0,BX41
635,Naranjal Grocery,200,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,22703.0,3707.0,BX41
636,Naranjal Grocery,200,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,22901.0,3707.0,BX41
637,Naranjal Grocery,200,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,22902.0,3707.0,BX41
638,Naranjal Grocery,200,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,23100.0,3707.0,BX41
639,Naranjal Grocery,200,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,23301.0,3707.0,BX41
640,Naranjal Grocery,200,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,23302.0,3707.0,BX41
641,Naranjal Grocery,200,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,23501.0,3707.0,BX41
642,Naranjal Grocery,200,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,23502.0,3707.0,BX41
643,Naranjal Grocery,200,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,24100.0,3707.0,BX41
644,Naranjal Grocery,200,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,37900.0,3707.0,BX41
645,Naranjal Grocery,200,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,38100.0,3707.0,BX41
646,Webster Food Corp,2031,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,22701.0,3707.0,BX41
647,Webster Food Corp,2031,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,22702.0,3707.0,BX41
648,Webster Food Corp,2031,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,22703.0,3707.0,BX41
649,Webster Food Corp,2031,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,22901.0,3707.0,BX41
650,Webster Food Corp,2031,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,22902.0,3707.0,BX41
651,Webster Food Corp,2031,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,23100.0,3707.0,BX41
652,Webster Food Corp,2031,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,23301.0,3707.0,BX41
653,Webster Food Corp,2031,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,23302.0,3707.0,BX41
654,Webster Food Corp,2031,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,23501.0,3707.0,BX41
655,Webster Food Corp,2031,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,23502.0,3707.0,BX41
656,Webster Food Corp,2031,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,24100.0,3707.0,BX41
657,Webster Food Corp,2031,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,37900.0,3707.0,BX41
658,Webster Food Corp,2031,Bronx,2015.0,15.0,Mount Hope,5.0,2.0,38100.0,3707.0,BX41
659,347 CHABELY DELI GROCERY,347,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22701.0,3707.0,BX41
660,347 CHABELY DELI GROCERY,347,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22702.0,3707.0,BX41
661,347 CHABELY DELI GROCERY,347,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22703.0,3707.0,BX41
662,347 CHABELY DELI GROCERY,347,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22901.0,3707.0,BX41
663,347 CHABELY DELI GROCERY,347,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22902.0,3707.0,BX41
664,347 CHABELY DELI GROCERY,347,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23100.0,3707.0,BX41
665,347 CHABELY DELI GROCERY,347,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23301.0,3707.0,BX41
666,347 CHABELY DELI GROCERY,347,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23302.0,3707.0,BX41
667,347 CHABELY DELI GROCERY,347,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23501.0,3707.0,BX41
668,347 CHABELY DELI GROCERY,347,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23502.0,3707.0,BX41
669,347 CHABELY DELI GROCERY,347,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,24100.0,3707.0,BX41
670,347 CHABELY DELI GROCERY,347,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,37900.0,3707.0,BX41
671,347 CHABELY DELI GROCERY,347,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,38100.0,3707.0,BX41
672,FELINO GROCERY,1836,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22701.0,3707.0,BX41
673,FELINO GROCERY,1836,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22702.0,3707.0,BX41
674,FELINO GROCERY,1836,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22703.0,3707.0,BX41
675,FELINO GROCERY,1836,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22901.0,3707.0,BX41
676,FELINO GROCERY,1836,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22902.0,3707.0,BX41
677,FELINO GROCERY,1836,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23100.0,3707.0,BX41
678,FELINO GROCERY,1836,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23301.0,3707.0,BX41
679,FELINO GROCERY,1836,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23302.0,3707.0,BX41
680,FELINO GROCERY,1836,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23501.0,3707.0,BX41
681,FELINO GROCERY,1836,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23502.0,3707.0,BX41
682,FELINO GROCERY,1836,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,24100.0,3707.0,BX41
683,FELINO GROCERY,1836,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,37900.0,3707.0,BX41
684,FELINO GROCERY,1836,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,38100.0,3707.0,BX41
685,FELOMAR GROCERY STORE,154,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22701.0,3707.0,BX41
686,FELOMAR GROCERY STORE,154,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22702.0,3707.0,BX41
687,FELOMAR GROCERY STORE,154,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22703.0,3707.0,BX41
688,FELOMAR GROCERY STORE,154,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22901.0,3707.0,BX41
689,FELOMAR GROCERY STORE,154,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22902.0,3707.0,BX41
690,FELOMAR GROCERY STORE,154,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23100.0,3707.0,BX41
691,FELOMAR GROCERY STORE,154,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23301.0,3707.0,BX41
692,FELOMAR GROCERY STORE,154,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23302.0,3707.0,BX41
693,FELOMAR GROCERY STORE,154,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23501.0,3707.0,BX41
694,FELOMAR GROCERY STORE,154,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23502.0,3707.0,BX41
695,FELOMAR GROCERY STORE,154,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,24100.0,3707.0,BX41
696,FELOMAR GROCERY STORE,154,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,37900.0,3707.0,BX41
697,FELOMAR GROCERY STORE,154,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,38100.0,3707.0,BX41
698,LOS PALMARITOS DELI GROCERY,2080,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22701.0,3707.0,BX41
699,LOS PALMARITOS DELI GROCERY,2080,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22702.0,3707.0,BX41
700,LOS PALMARITOS DELI GROCERY,2080,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22703.0,3707.0,BX41
701,LOS PALMARITOS DELI GROCERY,2080,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22901.0,3707.0,BX41
702,LOS PALMARITOS DELI GROCERY,2080,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22902.0,3707.0,BX41
703,LOS PALMARITOS DELI GROCERY,2080,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23100.0,3707.0,BX41
704,LOS PALMARITOS DELI GROCERY,2080,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23301.0,3707.0,BX41
705,LOS PALMARITOS DELI GROCERY,2080,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23302.0,3707.0,BX41
706,LOS PALMARITOS DELI GROCERY,2080,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23501.0,3707.0,BX41
707,LOS PALMARITOS DELI GROCERY,2080,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23502.0,3707.0,BX41
708,LOS PALMARITOS DELI GROCERY,2080,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,24100.0,3707.0,BX41
709,LOS PALMARITOS DELI GROCERY,2080,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,37900.0,3707.0,BX41
710,LOS PALMARITOS DELI GROCERY,2080,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,38100.0,3707.0,BX41
711,CONCOURSE FOOD PLAZA,2096,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22701.0,3707.0,BX41
712,CONCOURSE FOOD PLAZA,2096,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22702.0,3707.0,BX41
713,CONCOURSE FOOD PLAZA,2096,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22703.0,3707.0,BX41
714,CONCOURSE FOOD PLAZA,2096,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22901.0,3707.0,BX41
715,CONCOURSE FOOD PLAZA,2096,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22902.0,3707.0,BX41
716,CONCOURSE FOOD PLAZA,2096,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23100.0,3707.0,BX41
717,CONCOURSE FOOD PLAZA,2096,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23301.0,3707.0,BX41
718,CONCOURSE FOOD PLAZA,2096,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23302.0,3707.0,BX41
719,CONCOURSE FOOD PLAZA,2096,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23501.0,3707.0,BX41
720,CONCOURSE FOOD PLAZA,2096,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23502.0,3707.0,BX41
721,CONCOURSE FOOD PLAZA,2096,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,24100.0,3707.0,BX41
722,CONCOURSE FOOD PLAZA,2096,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,37900.0,3707.0,BX41
723,CONCOURSE FOOD PLAZA,2096,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,38100.0,3707.0,BX41
724,305 GROCERY DELI,305,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22701.0,3707.0,BX41
725,305 GROCERY DELI,305,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22702.0,3707.0,BX41
726,305 GROCERY DELI,305,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22703.0,3707.0,BX41
727,305 GROCERY DELI,305,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22901.0,3707.0,BX41
728,305 GROCERY DELI,305,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22902.0,3707.0,BX41
729,305 GROCERY DELI,305,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23100.0,3707.0,BX41
730,305 GROCERY DELI,305,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23301.0,3707.0,BX41
731,305 GROCERY DELI,305,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23302.0,3707.0,BX41
732,305 GROCERY DELI,305,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23501.0,3707.0,BX41
733,305 GROCERY DELI,305,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23502.0,3707.0,BX41
734,305 GROCERY DELI,305,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,24100.0,3707.0,BX41
735,305 GROCERY DELI,305,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,37900.0,3707.0,BX41
736,305 GROCERY DELI,305,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,38100.0,3707.0,BX41
737,ALANTE ALANTE DELI GROCERY,207,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22701.0,3707.0,BX41
738,ALANTE ALANTE DELI GROCERY,207,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22702.0,3707.0,BX41
739,ALANTE ALANTE DELI GROCERY,207,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22703.0,3707.0,BX41
740,ALANTE ALANTE DELI GROCERY,207,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22901.0,3707.0,BX41
741,ALANTE ALANTE DELI GROCERY,207,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22902.0,3707.0,BX41
742,ALANTE ALANTE DELI GROCERY,207,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23100.0,3707.0,BX41
743,ALANTE ALANTE DELI GROCERY,207,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23301.0,3707.0,BX41
744,ALANTE ALANTE DELI GROCERY,207,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23302.0,3707.0,BX41
745,ALANTE ALANTE DELI GROCERY,207,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23501.0,3707.0,BX41
746,ALANTE ALANTE DELI GROCERY,207,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23502.0,3707.0,BX41
747,ALANTE ALANTE DELI GROCERY,207,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,24100.0,3707.0,BX41
748,ALANTE ALANTE DELI GROCERY,207,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,37900.0,3707.0,BX41
749,ALANTE ALANTE DELI GROCERY,207,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,38100.0,3707.0,BX41
750,BANESA DELI GROCERY 2,2007,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22701.0,3707.0,BX41
751,BANESA DELI GROCERY 2,2007,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22702.0,3707.0,BX41
752,BANESA DELI GROCERY 2,2007,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22703.0,3707.0,BX41
753,BANESA DELI GROCERY 2,2007,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22901.0,3707.0,BX41
754,BANESA DELI GROCERY 2,2007,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22902.0,3707.0,BX41
755,BANESA DELI GROCERY 2,2007,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23100.0,3707.0,BX41
756,BANESA DELI GROCERY 2,2007,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23301.0,3707.0,BX41
757,BANESA DELI GROCERY 2,2007,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23302.0,3707.0,BX41
758,BANESA DELI GROCERY 2,2007,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23501.0,3707.0,BX41
759,BANESA DELI GROCERY 2,2007,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23502.0,3707.0,BX41
760,BANESA DELI GROCERY 2,2007,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,24100.0,3707.0,BX41
761,BANESA DELI GROCERY 2,2007,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,37900.0,3707.0,BX41
762,BANESA DELI GROCERY 2,2007,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,38100.0,3707.0,BX41
763,C-TOWN,309,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22701.0,3707.0,BX41
764,C-TOWN,309,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22702.0,3707.0,BX41
765,C-TOWN,309,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22703.0,3707.0,BX41
766,C-TOWN,309,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22901.0,3707.0,BX41
767,C-TOWN,309,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22902.0,3707.0,BX41
768,C-TOWN,309,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23100.0,3707.0,BX41
769,C-TOWN,309,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23301.0,3707.0,BX41
770,C-TOWN,309,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23302.0,3707.0,BX41
771,C-TOWN,309,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23501.0,3707.0,BX41
772,C-TOWN,309,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23502.0,3707.0,BX41
773,C-TOWN,309,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,24100.0,3707.0,BX41
774,C-TOWN,309,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,37900.0,3707.0,BX41
775,C-TOWN,309,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,38100.0,3707.0,BX41
776,LOS PRIMOS GROCERY,1965,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22701.0,3707.0,BX41
777,LOS PRIMOS GROCERY,1965,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22702.0,3707.0,BX41
778,LOS PRIMOS GROCERY,1965,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22703.0,3707.0,BX41
779,LOS PRIMOS GROCERY,1965,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22901.0,3707.0,BX41
780,LOS PRIMOS GROCERY,1965,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22902.0,3707.0,BX41
781,LOS PRIMOS GROCERY,1965,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23100.0,3707.0,BX41
782,LOS PRIMOS GROCERY,1965,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23301.0,3707.0,BX41
783,LOS PRIMOS GROCERY,1965,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23302.0,3707.0,BX41
784,LOS PRIMOS GROCERY,1965,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23501.0,3707.0,BX41
785,LOS PRIMOS GROCERY,1965,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23502.0,3707.0,BX41
786,LOS PRIMOS GROCERY,1965,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,24100.0,3707.0,BX41
787,LOS PRIMOS GROCERY,1965,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,37900.0,3707.0,BX41
788,LOS PRIMOS GROCERY,1965,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,38100.0,3707.0,BX41
789,269 MINI MARKET & DELI,269,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22701.0,3707.0,BX41
790,269 MINI MARKET & DELI,269,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22702.0,3707.0,BX41
791,269 MINI MARKET & DELI,269,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22703.0,3707.0,BX41
792,269 MINI MARKET & DELI,269,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22901.0,3707.0,BX41
793,269 MINI MARKET & DELI,269,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22902.0,3707.0,BX41
794,269 MINI MARKET & DELI,269,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23100.0,3707.0,BX41
795,269 MINI MARKET & DELI,269,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23301.0,3707.0,BX41
796,269 MINI MARKET & DELI,269,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23302.0,3707.0,BX41
797,269 MINI MARKET & DELI,269,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23501.0,3707.0,BX41
798,269 MINI MARKET & DELI,269,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23502.0,3707.0,BX41
799,269 MINI MARKET & DELI,269,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,24100.0,3707.0,BX41
800,269 MINI MARKET & DELI,269,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,37900.0,3707.0,BX41
801,269 MINI MARKET & DELI,269,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,38100.0,3707.0,BX41
802,BBB DELI GROCERY,214B,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22701.0,3707.0,BX41
803,BBB DELI GROCERY,214B,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22702.0,3707.0,BX41
804,BBB DELI GROCERY,214B,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22703.0,3707.0,BX41
805,BBB DELI GROCERY,214B,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22901.0,3707.0,BX41
806,BBB DELI GROCERY,214B,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22902.0,3707.0,BX41
807,BBB DELI GROCERY,214B,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23100.0,3707.0,BX41
808,BBB DELI GROCERY,214B,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23301.0,3707.0,BX41
809,BBB DELI GROCERY,214B,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23302.0,3707.0,BX41
810,BBB DELI GROCERY,214B,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23501.0,3707.0,BX41
811,BBB DELI GROCERY,214B,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23502.0,3707.0,BX41
812,BBB DELI GROCERY,214B,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,24100.0,3707.0,BX41
813,BBB DELI GROCERY,214B,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,37900.0,3707.0,BX41
814,BBB DELI GROCERY,214B,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,38100.0,3707.0,BX41
815,DIAZ DELI GROCERY,306,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22701.0,3707.0,BX41
816,DIAZ DELI GROCERY,306,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22702.0,3707.0,BX41
817,DIAZ DELI GROCERY,306,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22703.0,3707.0,BX41
818,DIAZ DELI GROCERY,306,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22901.0,3707.0,BX41
819,DIAZ DELI GROCERY,306,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22902.0,3707.0,BX41
820,DIAZ DELI GROCERY,306,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23100.0,3707.0,BX41
821,DIAZ DELI GROCERY,306,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23301.0,3707.0,BX41
822,DIAZ DELI GROCERY,306,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23302.0,3707.0,BX41
823,DIAZ DELI GROCERY,306,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23501.0,3707.0,BX41
824,DIAZ DELI GROCERY,306,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23502.0,3707.0,BX41
825,DIAZ DELI GROCERY,306,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,24100.0,3707.0,BX41
826,DIAZ DELI GROCERY,306,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,37900.0,3707.0,BX41
827,DIAZ DELI GROCERY,306,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,38100.0,3707.0,BX41
828,LA ANTILLANA MEAT WAREHOUSE,245,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22701.0,3707.0,BX41
829,LA ANTILLANA MEAT WAREHOUSE,245,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22702.0,3707.0,BX41
830,LA ANTILLANA MEAT WAREHOUSE,245,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22703.0,3707.0,BX41
831,LA ANTILLANA MEAT WAREHOUSE,245,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22901.0,3707.0,BX41
832,LA ANTILLANA MEAT WAREHOUSE,245,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22902.0,3707.0,BX41
833,LA ANTILLANA MEAT WAREHOUSE,245,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23100.0,3707.0,BX41
834,LA ANTILLANA MEAT WAREHOUSE,245,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23301.0,3707.0,BX41
835,LA ANTILLANA MEAT WAREHOUSE,245,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23302.0,3707.0,BX41
836,LA ANTILLANA MEAT WAREHOUSE,245,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23501.0,3707.0,BX41
837,LA ANTILLANA MEAT WAREHOUSE,245,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23502.0,3707.0,BX41
838,LA ANTILLANA MEAT WAREHOUSE,245,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,24100.0,3707.0,BX41
839,LA ANTILLANA MEAT WAREHOUSE,245,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,37900.0,3707.0,BX41
840,LA ANTILLANA MEAT WAREHOUSE,245,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,38100.0,3707.0,BX41
841,OJ DELI GROCERY,230,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22701.0,3707.0,BX41
842,OJ DELI GROCERY,230,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22702.0,3707.0,BX41
843,OJ DELI GROCERY,230,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22703.0,3707.0,BX41
844,OJ DELI GROCERY,230,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22901.0,3707.0,BX41
845,OJ DELI GROCERY,230,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,22902.0,3707.0,BX41
846,OJ DELI GROCERY,230,Bronx,2017.0,15.0,Mount Hope,5.0,2.0,23100.0,3707.0,BX41
